LON,LAT,EDO,CLAVE,ESTACION,jun-25,,
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro M†rtir, Cd. de MÇx. SEGIAGUA*",229.5,,
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl†huac, Cd. de MÇx.",174.75,,
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de MÇx.",229.5,,
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÇx.",166,,
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Luc°a), Cd. de MÇx.",319.25,,
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÇx.",135.75,,
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÇx.",193.25,,
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÇx.",322.5,,
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÇx.",315.75,,
-99.084722,19.440833,DF,TPNDF,"Tanque Pe§¢n, Cd. de MÇx.",211,,
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÇx.",268.75,,
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaqu°n, Cd. de MÇx.",256.5,,
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÇx.",313.5,,
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÇx. SMN*",307.34,,
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÇx.",215.25,,
-99.211667,19.399167,DF,TNGDF,"Tri†ngulo, Cd. de MÇx.",292,,
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de MÇx.",268,,
-99.245833,19.274167,DF,ZACATON,"Zacat¢n, Cd. de MÇx. SEGIAGUA*",321.5,,
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",77.03,,
-104.782778,24.518333,DGO,CNTDR,"Canatl†n, Dgo.",70.7,,
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",27.53,,
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",48.2,,
-103.698889,24.871944,DGO,CNCDR,"CuencamÇ, Dgo.",44,,
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",78.33,,
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0,,
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",58.9,,
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",97.51,,
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",12.03,,
-104.9225,24.803889,DGO,GUADR,"GuatimapÇ, Dgo.",92.11,,
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",68.2,,
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",35.01,,
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0,,
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",57,,
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",99.11,,
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",82.35,,
-105.015833,25.594167,DGO,LCRDR,"L†zaro C†rdenas, Dgo.",56.65,,
-103.85,25.816667,DGO,MPMDR,"Mapim°, Dgo.",101,,
-105.0475,23.899167,DGO,NAVDR,"Nav°os Viejos, Dgo.",177.1,,
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",57.6,,
-104.656667,24.203889,DGO,PAGDR,"Pe§a del Aguila, Dgo.",92.75,,
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",85.53,,
-105.443056,25.225,DGO,SACDR,"SalomÇ Acosta, Dgo.",88.5,,
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",79.01,,
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",26,,
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",17.03,,
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",44.03,,
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",103.52,,
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",36.57,,
-103.917778,23.623889,DGO,SUCDR,"S£chil, Dgo.",34.6,,
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",214.32,,
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",21.53,,
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",65.53,,
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",73,,
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",91.01,,
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",622.9,,
-99.631111,17.178611,GRO,AGUASALADACFE,"Agua Salada, Gro. CFE*",698,,
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",209.6,,
-100.5175,18.075833,GRO,AFIGR,"AndrÇs Figueroa, Gro.",158.6,,
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",544.5,,
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",565.6,,
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",227.2,,
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",218,,
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",254.3,,
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",370.3,,
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",326.4,,
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",221.1,,
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Ben°tez, Gro.",357.2,,
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",430.5,,
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",321.5,,
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",617,,
-99.589722,17.157778,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",387,,
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",327.3,,
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",284.4,,
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ram°rez Ulloa, Gro.",183.3,,
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",143.1,,
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",62,,
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",695,,
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",463,,
-99.233611,16.758333,GRO,LASVIGASGRO,"Las Vigas, Gro. SMN*",523.4,,
-99.369167,17.471111,GRO,MCHGR,"Mochitl†n, Gro.",429,,
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",464.2,,
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",349.4,,
-99.5,17.55,GRO,CHILPANCINGOob,"Observatorio de Chilpancingo, Gro. SMN*",228,,
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",228.1,,
-98.735,17.777222,GRO,OLNGR,"Olinal†, Gro.",272,,
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",568.4,,
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",319,,
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",494.3,,
-100.472778,17.139444,GRO,SJEGR,"San Jer¢nimo, Gro.",422.2,,
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",283.4,,
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",228.3,,
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",267.8,,
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",281.5,,
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",161.8,,
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",265.5,,
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",221.5,,
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl†n, Gro.",137.5,,
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",228.3,,
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",378.2,,
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",146.81,,
-100.712222,20.0325,GTO,ACNGJ,"Ac†mbaro, Gto.",161.03,,
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",205.01,,
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",120.62,,
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",203.53,,
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",167.81,,
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",277.5,,
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",210.46,,
-100.9,20.95,GTO,CSRGJ,"Cinco Se§ores, Gto.",160.13,,
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",161,,
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",169.9,,
-100.962778,20.487778,GTO,CRTGJ,"Cort†zar, Gto.",141.5,,
-101.666667,20.616667,GTO,CRMGJ,"Cuer†maro, Gto.",241.51,,
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",167.45,,
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",167.45,,
-101.244444,20.872222,GTO,ECHGJ,"El Chap°n, Gto.",246.53,,
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",277.5,,
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",120.56,,
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",322.1,,
-101.996667,20.800556,GTO,FRIAS,"Fr°as, Gto. Protecci¢n Civil*",87.63,,
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",175.92,,
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",199.42,,
-100.816667,20.833333,GTO,BEGGJ,"La Bego§a hidromÇtrica, Gto.",178.03,,
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",129.92,,
-101.287778,20.867222,GTO,PRSGJ,"La Pur°sima, Gto.",206.8,,
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",124,,
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",249.03,,
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",268.52,,
-101.358889,20.276111,GTO,LJIGJ,"Las J°camas, Gto.",185,,
-101.693333,21.136389,GTO,LENGJ,"Le¢n, Gto.",225.04,,
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",205.81,,
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",192.81,,
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protecci¢n Civil*",141.19,,
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",142.74,,
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",118.5,,
-100.878333,21.105,GTO,PNLGJ,"Pe§uelitas, Gto.",109.01,,
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",120.82,,
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",292,,
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",205.88,,
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",127.03,,
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",153.1,,
-100.751944,20.8975,GTO,SMAGJ,"San Miguel de Allende, Gto.",159.53,,
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",222.4,,
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",195.8,,
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",218.85,,
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",172.4,,
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",166.04,,
-100.669722,20.055278,GTO,SLSGJ,"Sol°s, Gto.",163.93,,
-101.3,20.6,GTO,TEMGJ,"Temascat°o, Gto.",214,,
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",231.3,,
-100.0925,21.298889,GTO,XICGJ,"Xich£, Gto.",203.91,,
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",468.8,,
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",352.2,,
-99.36,20.163889,HGO,ENDHD,"Endh¢, Hgo.",206.02,,
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",592.7,,
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",437.9,,
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",161.1,,
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",145.2,,
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",234.51,,
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo G¢mez, Hgo.",146.05,,
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",390.7,,
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",364.3,,
-98.757222,20.591667,HGO,LMTHD,"Metztitl†n, Hgo.",284.64,,
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",169.01,,
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",231.9,,
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",233.71,,
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",116.02,,
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl†n, Hgo.",527.6,,
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",67.53,,
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",171.01,,
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",139.05,,
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip†n, Hgo.",238,,
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",155.56,,
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",155.4,,
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",113,,
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",255.91,,
-103.446389,20.746667,JAL,BAZJL,"Base AÇrea Zapopan, Jal.",277.33,,
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",80,,
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",121.4,,
-103.782778,21.831667,JAL,BLNJL,"Bola§os, Jal.",62.31,,
-105.129722,19.9975,JAL,CPEJL,"Caj¢n de Pe§a, Jal.",247.52,,
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",43.43,,
-104.566667,19.233333,JAL,CIHJL,"Cihuatl†n, Jal.",287.6,,
-102.774167,19.287778,JAL,CHLMC,"Constituci¢n de Apatzing†n, Jal.",187.9,,
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",287.62,,
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",680.21,,
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",264.71,,
-104.555278,19.627778,JAL,CHFJL,"El Chifl¢n, Jal.",198.2,,
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",118.81,,
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",120.74,,
-104.59,20.252222,JAL,RODJL,"El Rodeo, Jal.",276.81,,
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",308.02,,
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",251.41,,
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",182.03,,
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo El°as Ayub, Jal.",161.9,,
-102.976111,20.681389,JAL,EGCJL,"Ing. El°as Gonz†lez Ch†vez, Jal.",273.71,,
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",139.5,,
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",213.3,,
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",202.13,,
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",108.2,,
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",341.01,,
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",325.3,,
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",126,,
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",105.8,,
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",264.9,,
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",163.21,,
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÇguez, Jal.",124.12,,
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",290.23,,
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",347.6,,
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm†n, Jal.",182.37,,
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl†n, Jal.",80.92,,
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",339.61,,
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",130.3,,
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",246,,
-103.37,19.5625,JAL,QUTJL,"Quito, Jal.",141.73,,
-104.370278,19.976111,JAL,TMLJL,"Ram¢n Corona Madrigal General, Jal.",136.8,,
-104.05,20.55,JAL,RAMJL,"R°o Ameca, Jal.",241.31,,
-105.133611,19.998611,JAL,RIOTOMATLAN,"R°o Tomatl†n, Jal. SMN*",62.48,,
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",135.3,,
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl†n 1, Jal. SMN*",183,,
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",252.51,,
-104.320278,20.036111,JAL,TCTJL,"Tacot†n, Jal.",113.5,,
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",88.63,,
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",144.05,,
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",60.2,,
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",276.22,,
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, MÇx SMN*",261,,
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÇx.",172.63,,
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÇx.",244.4,,
-100.436389,18.781111,MEX,BEJMX,"Bejucos, MÇx.",277.7,,
-99.298611,19.406667,MEX,CDBMX,"Ca°da del Borracho, MÇx.",281.75,,
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÇx. SMN*",263.14,,
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÇx.",174.9,,
-98.885,19.485833,MEX,CHAPINGODF,"Chapingo, MÇx. SEGIAGUA*",72.5,,
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÇx. SEGIAGUA*",134.5,,
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÇx. SEGIAGUA*",170.5,,
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÇx.",284.4,,
-100.225,19.178889,MEX,COLMX,"Colorines, MÇx.",264.5,,
-99.559722,19.884722,MEX,DNXMX,"Danxho, MÇx.",227,,
-99.238333,19.453611,MEX,EMOMX,"El Molinito R°o Hondo, MÇx.",263.9,,
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÇx.",150.51,,
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÇx.",199.14,,
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÇx.",230.51,,
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÇ Trinidad Fabela, MÇx.",156,,
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÇx.",248.12,,
-99.252222,19.635556,MEX,GDLMX,"Guadalupe, MÇx.",177,,
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÇx.",138.55,,
-99.775,19.461667,MEX,PIRMX,"Ignacio Ram°rez, MÇx.",234.11,,
-99.704722,19.465833,MEX,SBBMX,"JosÇ Antonio Alzate, MÇx.",216,,
-99.05,19.633333,MEX,K27MX,"km 27+250, MÇx.",271.94,,
-98.975,19.339167,MEX,LACALDERA,"La Caldera Subestaci¢n elÇctrica Santa Luc°a, MÇx. SEGIAGUA*",227.5,,
-99.304444,19.695,MEX,CNPMX,"La Concepci¢n, MÇx.",241.8,,
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÇx.",272.65,,
-99.250833,19.633333,MEX,LDEGUADALUPE,"Lago de Guadalupe, MÇx. SGT*",29,,
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÇx.",233.1,,
-99.260833,19.526944,MEX,PMDMX,"Mad°n, MÇx.",295.2,,
-98.940278,19.851389,MEX,PMTMX,"Manantial, MÇx.",229.7,,
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÇx.",284.53,,
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÇx. SMN*",259.07,,
-99.864444,20.038611,MEX,PNDMX,"•ad¢, MÇx.",313,,
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, MÇx.",268.6,,
-99.420833,18.990833,MEX,OCUMX,"Ocuil†n de Arteaga, MÇx",378.54,,
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. R°o Hondo, MÇx. SEGIAGUA*",252,,
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÇx.",134.5,,
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÇx.",170.75,,
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, MÇx.",224.5,,
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, MÇx. SEGIAGUA*",224.5,,
-99.0425,19.616111,MEX,POZOGRANCANAL,"Pozo Gran Canal, MÇx. SEGIAGUA*",147.5,,
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÇx.",304,,
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, MÇx. SEGIAGUA*",292.75,,
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÇx.",185.63,,
-99.961389,19.660833,MEX,TPTMX,"San AndrÇs Tepetitl†n, MÇx.",216.5,,
-98.911111,19.530556,MEX,SADMX,"San AndrÇs, MÇx.",188.91,,
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÇx.",247.7,,
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÇx.",136.4,,
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÇx.",226.32,,
-98.873333,19.284722,MEX,SLCHALCO,"San Luis Chalco, MÇx. SGT*",153.75,,
-99.8,19.633333,MEX,SMLMX,"Santa Mar°a del Llano, MÇx.",222.5,,
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÇx",147.07,,
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÇx.",223.54,,
-100.054722,19.0475,MEX,TMSMX,"Temascaltepec, MÇx.",324.6,,
-99.935833,18.931389,MEX,TESMX,"Texcaltitl†n, MÇx.",351.5,,
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÇtrica, MÇx.",213.6,,
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÇx.",259.01,,
-99.6125,19.429167,MEX,TROMX,"Trojes, MÇx.",257.64,,
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÇx.",283.4,,
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÇx.",258.25,,
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, MÇx. SEGIAGUA*",171.25,,
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÇx.",186.41,,
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",195,,
-100.608889,19.579722,MICH,AGOMC,"Agostitl†n, Mich.",231,,
-102.371111,19.083056,MICH,APTMC,"Apatzing†n, Mich.",316.11,,
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",130.6,,
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",298.2,,
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",120.2,,
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",275.25,,
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",288.01,,
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",217.01,,
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",219.12,,
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",189.52,,
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",1.2,,
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",276.01,,
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",230.21,,
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",105.7,,
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",129.5,,
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",141,,
-102.180278,18.048333,MICH,VILMC,"JosÇ Mar°a Morelos y Pav¢n, Mich.",398.3,,
-102.2,18.8,MICH,LPSMC,"La Pastor°a, Mich.",185.6,,
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",142.11,,
-101.626667,20.248889,MICH,LANMC,"Los Angeles, Mich.",65.8,,
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",198.4,,
-100.873611,19.829167,MICH,MLPMC,"Malpa°s, Mich.",235.2,,
-100.439167,19.890833,MICH,MRVMC,"Maravat°o, Mich.",221,,
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",374,,
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",180.02,,
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",234.81,,
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",190.52,,
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",216.83,,
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",267.4,,
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",194.55,,
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",130.5,,
-102.464722,20.208333,MICH,SCRMC,"San Crist¢bal, Mich.",138.5,,
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",190,,
-102.4,20.1,MICH,SSIMC,"San Sim¢n, Mich.",217.02,,
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",147.7,,
