Lon,Lat,Clave,Edo,Est,Tmed
-101.6200,19.5400,PTZMC,MICH,P·tzcuaro Mich.,21.0
-100.3000,19.7700,TMUMC,MICH,Tercer Mundo Mich.,19.1
-101.6600,19.9300,AMEMC,MICH,Aristeo Mercado Mich.,22.4
-101.9300,18.9200,PZICUIRAN,MICH,Presa Zicuir·n Mich. SMN*,33.1
-101.1800,19.7000,MBOMC,MICH,Morelia Bosque Mich.,23.9
-102.1900,20.1600,ECUMC,MICH,Ecuandureo Mich.,23.1
-102.3200,19.9600,ORAMC,MICH,Orandino Mich.,25.6
-99.3100,18.4900,TILMR,MOR,Tilzapotla Mor.,27.9
-99.1900,18.5300,XICMR,MOR,Xicatlacotla Mor.,31.8
-99.3800,18.6000,AMCMR,MOR,Amacuzac Mor.,28.6
-99.2000,18.6000,JOJMR,MOR,Jojutla Mor.,29.6
-99.4200,18.6100,HUAMR,MOR,Huajintl·n Mor.,29.9
-98.8000,18.7000,JNCMR,MOR,Jonacatepec Mor.,26.6
-99.2600,18.7300,ALUMR,MOR,Alpuyeca Mor.,25.1
-98.7900,18.7800,TMCMR,MOR,Temoac Mor.,25.6
-98.9500,18.8100,CUAMR,MOR,Cuautla Mor.,25.8
-99.2000,18.9000,CUEMR,MOR,Cuernavaca Mor.,25.4
-99.2200,18.8600,TEMMR,MOR,Temixco Mor.,26.4
-99.0500,18.9000,YAHMR,MOR,Yautepec Mor.,26.8
-98.9000,18.9000,OAXMR,MOR,Oaxtepec Mor.,25.8
-99.1900,18.9200,SLDMR,MOR,Solidaridad Mor.,25.4
-99.2600,19.0300,HUIMR,MOR,Huitzilac Mor.,17.2
-99.0300,18.9200,OACMR,MOR,Oacalco Mor.,27.3
-99.1600,18.7700,PROMR,MOR,Progreso Mor.,26.5
-99.4600,18.6800,APAMR,MOR,Apacingo Mor.,28.6
-99.1600,18.8800,IMTMR,MOR,Instituto Mexicano de TecnologÌa del Agua Mor. SMN*,26.2
-98.9600,18.8500,CASMR,MOR,Casasano Mor.,26.5
-98.7100,18.5800,CAYMR,MOR,Cayehuacan Mor.,29.9
-99.2200,18.9100,OBSMR,MOR,Observatorio de Cuernavaca Mor.,23.9
-99.0700,18.9700,TPZMR,MOR,Tepoztl·n Mor.,26.6
-98.9200,18.9900,TOTMR,MOR,Totolapan Mor.,22.8
-99.2400,19.0500,TMAMR,MOR,Tres MarÌas Mor.,15.4
-98.8300,18.6400,TEBMR,MOR,Tepalcingo Bachillerato Mor.,27.8
-99.2600,18.8300,MMCB,MOR,Aeropuerto Internacional de Cuernavaca Mor.*,26.6
-99.0800,18.9500,TEPOZTLAN,MOR,Tepoztl·n Mor. SMN*,26.8
-99.4000,18.7000,MIAMR,MOR,Miacatl·n Mor.,28.2
-99.2500,18.6800,XXOMR,MOR,Xoxocotla Mor.,27.6
-98.9100,18.6800,LCUMR,MOR,La Cuera Mor.,28.4
-99.0200,18.4400,HUTMR,MOR,Huautla Mor.,28.6
-99.1800,18.5700,HIGMR,MOR,HiguerÛn Mor.,30.1
-98.8400,18.6000,TPLMR,MOR,Tepalcingo Mor.,28.1
-99.2500,18.6100,TQGMR,MOR,Tequesquitengo Mor.,31.2
-99.3200,18.6300,PIXMR,MOR,Puente de Ixtla Mor.,29.9
-99.3800,18.7000,CUTMR,MOR,Cuautlita Mor.,29.9
-99.1000,18.6900,TMPMR,MOR,Temilpa Mor.,29.4
-99.0000,18.7300,MYOMR,MOR,Moyotepec Mor.,28.3
-98.7500,18.8100,TLOMR,MOR,Tlacotepec Mor.,22.7
-98.9500,18.8300,CUSMR,MOR,Cuautla SMN Mor.,25.9
-99.4300,18.8700,PAPMR,MOR,Palpan Mor.,25.6
-98.7100,18.8800,TETMR,MOR,Tetela del Volc·n Mor.,20.9
-98.7600,18.8800,OCTMR,MOR,Ocuituco Mor.,24.0
-98.7500,18.8800,HUEMR,MOR,Hueyapan Mor.,19.0
-98.8300,18.9500,ACHMR,MOR,Achichipico Mor.,23.5
-98.9300,18.9500,ATLMR,MOR,Atlatlahucan Mor.,22.4
-98.9400,19.0400,TLCMR,MOR,Tlacualera Mor.,16.8
-98.7900,18.6900,ELPMR,MOR,El PeÒÛn Mor.,27.2
-99.3900,18.7300,VIAMR,MOR,Vista Alegre Mor.,30.1
-98.8700,18.8800,YECMR,MOR,Yecapixtla Mor.,26.2
-98.7800,18.9400,HUXMR,MOR,Huecahuaxco Mor.,23.6
-98.8600,18.8900,YEEMR,MOR,Yecapixtla ETA 118 Mor.,24.6
-99.2000,18.6500,ZCTMR,MOR,Zacatepec Mor.,29.6
-99.2300,18.9300,CUERNAVACAob,MOR,Observatorio de Cuernavaca Mor. SMN*,26.7
-105.3800,22.4700,ACAPONETA,NAY,Acaponeta Nay. SMN*,27.4
-105.3500,22.4900,ACANR,NAY,Acaponeta Nay.,29.2
-104.3000,21.0400,IXTLANRIO,NAY,Ixtl·n del RÌo Nay. SMN*,25.0
-104.8900,21.4900,TEPNR,NAY,Observatorio de Tepic Nay.,25.7
-104.8400,21.4200,MMEP,NAY,Aeropuerto Internacional de Tepic Nay.*,22.4
-105.2100,22.1200,ROMNR,NAY,Rosamorada Nay.,27.8
-105.2900,21.5300,SANBLASMAR,NAY,San Blas Nay. SEMAR*,25.3
-106.5400,21.6300,ISLASMARIASMAR,NAY,Islas MarÌas Nay. SEMAR*,25.6
-105.0200,22.3800,PAJNR,NAY,Pajaritos Nay.,28.3
-105.1400,20.8900,GAVNR,NAY,Gaviotas Nay.,28.2
-105.3400,22.5600,LESNR,NAY,La Estancia Nay.,29.7
-105.2200,21.2200,BOCADECHILAmar,NAY,Boca de Chila Nay. SEMAR*,24.8
-99.8200,24.1000,ARRNL,NL,Aramberri N.L.,26.5
-99.9100,24.3200,ASCNL,NL,La AscensiÛn N.L.,20.9
-99.7000,24.7800,CRUNL,NL,Crucitas N.L.,28.0
-100.0800,24.8300,GALNL,NL,Galeana N.L.,23.2
-99.5800,24.8700,CAMNL,NL,Camacho N.L.,29.0
-99.4000,24.9400,CPRNL,NL,JosÈ LÛpez Portillo N.L.,28.4
-99.7400,24.9900,CABNL,NL,Cabezones N.L.,28.0
-100.5500,25.0300,SRANL,NL,San Rafael N.L.,24.7
-99.8300,25.1700,MTMNL,NL,Montemorelos N.L.,28.5
-100.2000,25.5200,ECSNL,NL,El Cerrito N.L.,27.1
-100.2700,25.6800,MTRNL,NL,Monterrey N.L.,29.1
-99.6100,26.0900,CRVNL,NL,Cerralvo N.L.,28.3
-100.1200,23.4200,MYNNL,NL,Mier y Noriega N.L.,26.0
-100.3100,25.5800,ELDIENTE,NL,El Diente N. L. SMN*,26.1
-100.1300,25.4300,LBCNL,NL,Rodrigo GÛmez N.L.,28.8
-99.2800,25.7100,CCHNL,NL,Cuchillo Solidaridad N.L.,28.7
-100.3000,25.7300,OBSNL,NL,Observatorio de Monterrey N.L.,29.3
-100.1100,25.7800,MMMY,NL,Aeropuerto Internacional de Monterrey N.L.*,28.0
-100.2400,25.8600,MMAN,NL,Aeropuerto Internacional del Norte N.L.*,29.1
-99.3200,25.7300,PCUNL,NL,Presa el Cuchillo N.L. SMN*,29.8
-100.2400,25.8600,RADIOSONDEOMTY,NL,Radiosondeo Monterrey N.L. SGT*,28.4
-99.7500,27.7000,COLOMBIA,NL,Colombia N.L. SGT*,28.2
-99.7800,23.9800,ZRGNL,NL,Zaragoza N.L.,24.9
-99.5300,25.5000,LERNL,NL,Las Enramadas N.L.,28.6
-100.2700,25.8000,CANNL,NL,El Canad· N.L.,28.5
-96.7200,15.8100,COZOX,OAX,San Francisco Cozoaltepec Oax.,30.2
-95.7000,16.0100,ASTOX,OAX,Astata Oax.,29.9
-95.4800,16.5900,RHOOX,OAX,RÌo Hondo Oax.,30.0
-94.2200,16.4000,ZANOX,OAX,Zanatepec Oax.,28.0
-95.6000,16.4200,TEQOX,OAX,Tequisistl·n Oax.,29.6
-94.4000,16.5000,OSTOX,OAX,Ostuta Oax.,29.5
-95.1000,16.5800,IXTOX,OAX,Ixtepec Oax.,30.4
-95.9300,16.6500,BOQOX,OAX,Boquilla 1 Oax.,30.1
-96.7000,17.0000,OAOOX,OAX,Observatorio de Aeropuerto Oaxaca Oax.,25.1
-96.7300,17.0700,OACOX,OAX,Oaxaca Centro Oax.,26.5
-95.4800,17.4500,MAROX,OAX,MarÌa Lombardo Oax.,30.0
-97.7800,17.8100,HLOOX,OAX,Observatorio de Huajuapan de LeÛn Oax.,24.9
-96.2000,17.8700,JACOX,OAX,Jacatepec Oax.,31.6
-96.5300,17.8800,SFUOX,OAX,San Felipe Usila Oax.,29.3
-96.2600,18.0000,CDOOX,OAX,Miguel de la Madrid Hurtado Oax.,30.1
-96.4100,18.2300,TEMOX,OAX,Presidente Alem·n Oax.,30.5
-95.9200,17.7300,RMLOX,OAX,RÌo Manso Lalana Oax.,32.1
-98.1400,17.5000,SLAOX,OAX,Silacayo·pam Oax.,24.3
-97.8200,17.7500,FOYOX,OAX,San Francisco Yosocuta Oax.,25.0
-97.5400,17.7300,STTOX,OAX,Santiago Teotongo Oax.,18.9
-96.5500,17.2700,SCIOX,OAX,Ixtepeji Oax.,22.1
-97.7200,17.5300,AMTOX,OAX,San Antonino Monte Verde Oax.,21.8
-97.6800,18.1900,SNCOX,OAX,Santiago Chazumba Oax.,22.2
-97.8100,17.6500,TSLOX,OAX,Heroica Villa Tezoatl·n de Segura y Luna Oax.,25.0
-97.7800,17.8100,HDLOX,OAX,Huajuapan de LeÛn Oax.,23.0
-98.2800,17.5300,CALOX,OAX,Calihual· Oax.,26.1
-97.6800,17.2700,TLXOX,OAX,Heroica Ciudad de Tlaxiaco Oax.,19.1
-97.9000,17.9100,SCHOX,OAX,Santiago Chilixtlahuaca Oax.,25.9
-96.2600,15.7700,MMBT,OAX,Aeropuerto Internacional de BahÌas de Huatulco Oax.*,29.6
-96.7200,17.0000,MMOX,OAX,Aeropuerto Internacional de Oaxaca Oax.*,23.9
-96.5400,15.7400,TNMOX,OAX,Tonameca Oax.,31.2
-97.0900,15.8700,MMPS,OAX,Aeropuerto Internacional de Puerto Escondido Oax.*,29.1
-98.3900,17.7600,ZALOX,OAX,Zapotitl·n Lagunas Oax.,25.6
-96.3000,17.7800,VANOX,OAX,Valle Nacional Oax.,32.3
-96.0800,18.1700,PAPOX,OAX,Papaloapan Oax.,32.5
-96.5800,16.3400,MIAHUATLAN,OAX,Miahuatl·n Oax. SMN*,23.4
-96.7400,17.1600,BJUAREZ,OAX,Benito Ju·rez Oax. SMN*,23.3
-95.9300,17.1500,ZACOX,OAX,Zacatepec Oax.,26.7
-97.0200,17.4600,CMTOX,OAX,Santiago Camotl·n Oax.,21.5
-98.2800,17.8500,SJCOX,OAX,San Juan Cieneguillas Oax.,26.3
-94.7700,16.3300,SANDIONISIOmar,OAX,San Dionisio del Mar Oax. SEMAR*,30.8
-96.4800,15.6700,PTAOX,OAX,Observatorio de Puerto Angel Oax.,30.0
-97.4900,17.5100,TEPOX,OAX,Teposcolula Oax.,17.5
-97.6500,18.2500,SSFOX,OAX,San Sebastian Frontera Oax.,24.3
-97.0600,15.8600,CPPESCONDIDOmar,OAX,CapitanÌa de Puerto de Puerto Escondido Oax. SEMAR*,29.8
-96.1300,15.7500,HUATULCOMAR,OAX,Huatulco Oax. SEMAR*,30.2
-96.4900,15.6700,PANGELob,OAX,Observatorio de Puerto Angel Oax. SMN*,30.1
-97.2500,17.4400,NOCHISTLAN,OAX,Nochixtl·n Oax. SMN*,21.0
-97.8200,19.6200,IXTPB,PUE,Ixtacamaxtitl·n Pue.,19.5
-98.5700,18.1100,CHSPB,PUE,Chila de la Sal Pue.,28.2
-98.2600,18.2000,PIXPB,PUE,Piaxtla Pue.,29.0
-98.7800,18.4500,TELPB,PUE,Teotlalco Pue.,28.4
-97.4000,18.4800,TEHPB,PUE,Tehuac·n Pue.,25.5
-98.5800,18.5200,CHIPB,PUE,Chietla Pue.,26.9
-98.4700,18.6100,IZMPB,PUE,Iz˙car de Matamoros Pue.,27.3
-97.9100,18.7400,SMCPB,PUE,San Miguel Canoa Pue.,17.2
-98.5400,18.7700,HQCPB,PUE,Huaquechula Pue.,25.7
-97.7500,18.8800,TECPB,PUE,Tecamachalco Pue.,21.4
-98.4200,18.9200,ATXPB,PUE,Atlixco Pue.,22.7
-98.2800,18.9700,ECHPB,PUE,EcheverrÌa Pue.,20.7
-97.9600,18.9700,CEMPB,PUE,Cemex Pue.,20.0
-97.4400,18.9900,CDSPB,PUE,Ciudad Serd·n Pue.,18.2
-98.2300,19.0100,MAYPB,PUE,Mayorazgo 21 Poniente Pue.,20.8
-98.2000,19.0200,CNAPB,PUE,Conagua Pue.,20.3
-98.1700,19.0500,PUOPB,PUE,Observatorio de Puebla Pue.,21.9
-97.9300,19.0600,ACJPB,PUE,Acajete Pue.,19.2
-98.3200,19.0700,CHLPB,PUE,Cholula Pue.,20.1
-98.0600,19.0900,CPLPB,PUE,Capulac Pue.,19.9
-98.4600,19.1000,HJTPB,PUE,Huejotzingo Pue.,20.1
-97.6200,19.2500,QUIPB,PUE,Quimixtl·n Pue.,21.6
-97.4900,19.4900,TPYPB,PUE,Tepeyahualco Pue.,20.3
-97.5300,19.7000,OYAPB,PUE,Oyameles Pue.,11.9
-98.0500,19.7400,CNGPB,PUE,Chignahuapan Pue.,15.7
-97.8100,19.8300,TEOPB,PUE,Tetela de Ocampo Pue.,20.7
-97.5800,19.8600,ZCPPB,PUE,Zacapoaxtla Pue.,19.4
-98.0500,20.1800,HUAPB,PUE,Huauchinango Pue.,22.7
-97.8300,20.1800,ZRGPB,PUE,Zaragoza Pue.,18.8
-97.8400,20.4100,APAPB,PUE,Apapantilla Pue.,29.5
-98.1600,18.6100,COAPB,PUE,Coatzingo Pue.,27.2
-98.2200,19.1100,SCRPB,PUE,San CristÛbal Caleras Pue.,18.9
-97.8500,20.7300,MTLPB,PUE,Metlaltoyuca Pue.,27.2
-97.9200,18.8500,AHAPB,PUE,Ahuatepec Pue.,22.4
-98.5800,19.3300,SRTPB,PUE,Santa Rita Tlahuapan Pue.,18.1
-97.3900,19.8900,TEZIUTLAN,PUE,Teziutl·n Pue. SMN*,19.0
-98.0500,20.1800,UDSPB,PUE,Universidad de la Sierra Pue.,23.0
-98.4300,19.2900,SMTPB,PUE,San MartÌn Texmelucan Pue.,20.0
-98.0600,18.2800,ADOPB,PUE,Acatl·n de Osorio Pue.,27.3
-98.3800,19.1600,MMPB,PUE,Aeropuerto Internacional de Puebla Pue.*,20.0
-97.6900,19.4600,LIBPB,PUE,Libres Pue.,17.2
-97.6200,18.3100,TEHUACAN,PUE,Tehuac·n Pue. SMN*,24.0
-97.7200,18.8700,UTTPB,PUE,Universidad TecnolÛgica Tecamachalco Pue. SMN*,21.0
-97.9500,20.2400,XICOTEPEC,PUE,Xicotepec Pue. SMN*,17.6
-98.5700,18.6800,IZUPB,PUE,Iz˙car de Matamoros Pue. SMN*,25.9
-98.1700,19.0500,PUEBLAob,PUE,Observatorio de Puebla Pue. SMN*,23.3
-97.4000,20.1200,RNAPB,PUE,Rancho Nuevo Pue.,29.3
-97.0100,18.3300,ZOQPB,PUE,Zoquitl·n Pue.,21.6
-97.3600,19.8200,TEZPB,PUE,Teziutl·n Pue.,21.5
-98.1100,18.9100,BDDPB,PUE,Manuel Avila Camacho Pue.,19.2
-98.1400,18.9400,AFRPB,PUE,Africam Pue.,22.3
-97.4200,19.4500,ACHPB,PUE,Alchichica Pue.,16.8
-97.5200,20.0300,CTZPB,PUE,Cuetzalan del Progreso Pue.,24.7
-97.9600,20.2800,XDJPB,PUE,Xicotepec de Ju·rez Pue.,23.9
-96.8500,18.4000,TLPPB,PUE,Tlacotepec de DÌaz Pue.,29.0
-97.7900,20.0000,TDRPB,PUE,Tepango de RodrÌguez Pue.,21.6
-97.6800,20.5100,VENPB,PUE,Venustiano Carranza Pue.,25.3
-98.1500,20.0300,AHUPB,PUE,Ahuazotepec Pue.,17.6
-97.2100,20.1300,SJAPB,PUE,San JosÈ Acateno Pue.,28.5
-100.3700,20.5700,GHQQT,QRO,Gerencia Hidalgo Qro.,25.1
-99.9600,20.2000,IDFQT,QRO,San Ildefonso Qro.,20.7
-100.0000,20.3600,SJSQT,QRO,San JosÈ Qro.,24.1
-100.0800,20.4200,CNSQT,QRO,ConstituciÛn de 1917 Qro.,24.8
-100.4100,20.5000,BATQT,QRO,El Bat·n Qro.,23.9
-100.4500,20.5400,EPUQT,QRO,El Pueblito Qro.,25.0
-100.3700,20.5700,OBSQT,QRO,Observatorio de QuerÈtaro Qro.,25.0
-100.4500,20.7000,JRQQT,QRO,Juriquilla Qro.,24.3
-99.8200,21.0600,PMLQT,QRO,PeÒamiller Qro.,27.9
-99.4800,21.2300,JLPQT,QRO,Jalpan Qro.,30.7
-100.1900,20.6200,MMQT,QRO,Aeropuerto Intercontinental de QuerÈtaro Qro.*,22.8
-100.2800,20.3900,HUIQT,QRO,Huimilpan Qro. SMN*,20.6
-99.1700,21.5000,SGORDAI,QRO,Sierra Gorda 1 Qro. SMN*,24.4
-99.4700,21.2100,PJALPAN,QRO,Presa Jalpan Qro. SMN*,29.7
-87.4900,21.1000,KANTUNILKIN,QROO,KantunilkÌn Q. Roo. SMN*,29.2
-86.9500,20.5100,COZQR,QROO,Cozumel Q. Roo.,30.0
-86.8200,21.1600,CANQR,QROO,Canc˙n Q. Roo.,31.1
-88.7000,19.7500,JMORELOS,QROO,JosÈ MarÌa Morelos Q. Roo. SMN*,30.5
-86.7800,21.0700,CNCQR,QROO,Canc˙n Radar Q. Roo. SMN*,29.8
-88.3300,18.5000,CHOQR,QROO,Observatorio de Chetumal Q. Roo.,30.8
-88.0400,19.5800,FCRQR,QROO,Observatorio de Felipe Carrillo Puerto Q. Roo.,29.5
-87.0800,20.6300,PDCQR,QROO,Playa del Carmen Q. Roo.,28.9
-86.9300,20.5100,MMCZ,QROO,Aeropuerto Internacional de Cozumel Q. Roo.*,29.1
-86.8700,21.0400,MMUN,QROO,Aeropuerto Internacional de Canc˙n Q. Roo.*,29.2
-88.3300,18.5000,CHETUMALob,QROO,Observatorio de Chetumal Q. Roo. SMN*,30.6
-87.3000,18.7600,CHINCHORROMAR,QROO,Banco Chinchorro Q. Roo. SEMAR*,30.2
-88.3000,18.5200,CHTQR,QROO,Chetumal TecnolÛgico Q. Roo.,30.0
-88.4600,18.5700,INIQR,QROO,Instituto Nacional de InnovaciÛn Agraria Q. Roo.,29.7
-87.4700,20.1300,SIAQR,QROO,Sian Ka an 2 Q. Roo. SMN*,29.4
-86.9600,20.5100,COZUMELmar,QROO,Cozumel Q. Roo SEMAR*,29.6
-88.9200,18.4600,NICOLASBRAVO,QROO,Nicol·s Bravo Q. Roo. SMN*,29.0
-86.7400,21.2400,IMJQR,QROO,Isla Mujeres Q.Roo.,30.8
-87.3700,21.5200,HLBQR,QROO,Isla Holbox Q. Roo.,31.8
-107.0600,24.7500,VINSI,SIN,Vinoramas Sin.,28.7
-107.7600,25.1200,RAVSI,SIN,EstaciÛn Rancho Viejo Sin.,28.2
-105.8500,23.0900,TORSI,SIN,Las Tortugas Sin.,28.2
-105.8500,22.9800,RSRSI,SIN,Rosario Sin.,29.6
-106.2500,23.3500,SQRSI,SIN,Siqueros Sin.,26.9
-106.4700,23.5600,QLTSI,SIN,Quelite Sin.,28.0
-106.9000,23.9200,LCRSI,SIN,La Cruz Sin.,26.3
-106.8100,24.5700,JLPSI,SIN,JosÈ LÛpez Portillo Sin.,29.4
-107.4400,24.6300,OBSSI,SIN,Observatorio de Culiac·n Sin.,27.5
-107.1000,24.4500,SLRSI,SIN,San Lorenzo Sin.,28.0
-107.4000,24.8200,CLCSI,SIN,Culiac·n Sin.,29.5
-107.4700,25.0300,AWSSI,SIN,Andrew Weiss Sin.,28.9
-107.8400,25.4900,SJNSI,SIN,San Juan Sin.,27.8
-107.5400,25.3300,BDRSI,SIN,Badiraguato Sin.,27.1
-108.0900,25.4700,GMCSI,SIN,Guam˙chil Sin.,28.3
-108.4700,25.7200,GSVSI,SIN,Guasave Sin.,28.1
-108.3600,25.7400,ZOPSI,SIN,El Zopilote Sin.,28.3
-109.0000,25.8000,MCHSI,SIN,Los Mochis Sin.,28.4
-109.1800,25.9200,AHMSI,SIN,Ahome Sin.,26.4
-109.3000,25.9700,HDZSI,SIN,Higuera de Zaragoza Sin.,26.3
-108.7800,26.0700,SFRSI,SIN,Sufragio Sin.,27.9
-109.3300,26.1000,CRRSI,SIN,El Carrizo Sin.,25.7
-108.7000,26.4300,JORSI,SIN,Josefa Ortiz de DomÌnguez Sin.,27.3
-108.6200,26.4300,EFTSI,SIN,El Fuerte Sin.,27.9
-108.5800,26.5100,PMHSI,SIN,Miguel Hidalgo Sin.,28.3
-107.1600,24.8100,SN2SI,SIN,Sanalona hidromÈtrica Sin.,28.3
-108.3200,26.0800,GB2SI,SIN,El Sabinal hidromÈtrica Sin.,27.6
-108.3500,26.9000,LD2SI,SIN,Huites hidromÈtrica Sin.,29.3
-106.4000,23.2300,MZTSI,SIN,Observatorio de Mazatl·n Sin.,26.8
-106.7000,24.1200,SLTSI,SIN,Ing. Aurelio Benassini VizcaÌno Sin.,27.6
-107.3500,24.3200,DRDSI,SIN,El Dorado Sin.,27.1
-108.3300,26.7400,CHXSI,SIN,Observatorio de Choix Sin.,28.2
-106.2700,23.1700,MMMZ,SIN,Aeropuerto Internacional de Mazatl·n Sin.*,24.6
-109.0800,25.6900,MMLM,SIN,Aeropuerto Internacional de Los Mochis Sin.*,26.2
-108.4800,25.8100,ENASI,SIN,EstaciÛn Naranjo Sin.,26.3
-107.8400,25.4900,SANJUAN,SIN,San Juan Sin. SMN*,27.7
-109.0700,25.5900,TOPOLOBAMPOMAR,SIN,Topolobampo Sin. SEMAR*,26.6
-107.2200,25.3400,GTNSI,SIN,Guatenipa Sin.,30.4
-107.9100,25.8600,GD2SI,SIN,Bacurato hidromÈtrica de Gustavo Diaz Ord·z Sin.,26.8
-105.7200,22.5400,TEACAPANmar,SIN,Teacap·n Sin. SEMAR*,26.0
-106.4100,23.2000,MAZATLANmar,SIN,Mazatl·n Sin. SEMAR*,26.1
-107.4700,24.7600,MMCL,SIN,Aeropuerto Internacional Federal de Culiac·n Sin.*,27.7
-108.7000,25.7000,ARCSI,SIN,Adolfo Ruiz Cortines Sin.,27.9
-109.0600,25.5900,EIOTOPOLOBMPmar,SIN,EstaciÛn de InvestigaciÛn Oceanogr·fica de Topolobampo Sin. SEMAR*,27.2
-106.4200,23.1900,CPMAZATLANmar,SIN,CapitanÌa de Puerto de Mazatl·n Sin. SEMAR*,26.3
-106.4100,23.2200,MAZATLANob,SIN,Observatorio de Mazatl·n Sin. SMN*,27.0
-98.8900,21.4200,RQTSL,SLP,Requetemu S.L.P.,30.7
-98.6200,21.6900,SVTSL,SLP,San Vicente S.L.P.,31.3
-98.9600,21.7500,BLMSL,SLP,Ballesmi S.L.P.,30.9
-98.9400,21.8500,PUJSL,SLP,El Pujal S.L.P.,32.7
-99.2400,21.9100,GANSL,SLP,Gallinas S.L.P.,30.8
-99.1600,22.1200,MICSL,SLP,Micos S.L.P.,28.3
-101.0000,22.2000,SGRSL,SLP,Soledad Graciano S.L.P.,24.7
-99.3200,22.5200,NRJSL,SLP,Naranjos S.L.P.,28.9
-100.6400,23.6600,MATSL,SLP,Matehuala S.L.P.,25.5
-98.5600,21.9700,AJTSL,SLP,Las Adjuntas S.L.P.,30.5
-100.6700,23.6500,MA2SL,SLP,Matehuala S.L.P. SMN*,25.1
-98.8000,21.3300,MTPSL,SLP,Observatorio de Matlapa S.L.P.,31.1
-99.1500,21.8200,TNCSL,SLP,TanchachÌn S.L.P.,29.9
-100.0000,21.9300,RVDSL,SLP,Observatorio de RÌo Verde S.L.P.,29.2
-101.0200,22.1500,SLPSL,SLP,Observatorio de San Luis PotosÌ S.L.P.,23.6
-100.9300,22.2600,MMSP,SLP,Aeropuerto Internacional de San Luis PotosÌ S.L.P.*,23.1
-99.0600,22.0200,STRSL,SLP,Santa Rosa S.L.P.,32.0
-100.9400,21.8100,GOGORRON,SLP,GogorrÛn S.L.P. SMN*,24.7
-100.0200,21.9400,CDFERNANDEZ,SLP,Ciudad Fern·ndez S.L.P. SMN*,30.1
-100.9800,22.1800,SLPOTOSIob,SLP,Observatorio de San Luis Potosi S.L.P. SMN*,24.0
-100.0000,21.9200,RIOVERDEob,SLP,Observatorio de RÌo Verde S.L.P. SMN*,29.2
-100.7600,21.8500,OCTSL,SLP,Ojo Caliente S.L.P.,25.0
-98.8200,21.3200,MATLAPAob,SLP,Observatorio de Matlapa S.L.P. SMN*,31.0
-99.8300,21.6500,PMYSL,SLP,Pedro Montoya S.L.P.,30.4
-100.8200,21.8800,IVGSL,SLP,ValentÌn Gama S.L.P.,25.0
-99.0200,21.9800,CDVSL,SLP,Ciudad Valles S.L.P.,30.0
-101.9100,22.8300,VRASL,SLP,Villa de Ramos S.L.P.,21.3
-110.2900,30.9800,CNNSO,SON,Cananea Son.,20.9
-109.4400,27.0700,NVJSO,SON,Navojoa Son.,26.8
-109.6200,27.4200,CCRSO,SON,Cocoraque Son.,24.6
-109.2100,27.6600,TSOSO,SON,Tesocoma Son.,25.6
-110.8500,27.9500,GYMSO,SON,Guaymas Son.,25.2
-108.9200,28.3700,YC2SO,SON,YÈcora Son. SMN*,17.9
-108.9300,28.3700,YCRSO,SON,YÈcora Son.,18.7
-110.3100,28.4700,PTASO,SON,Punta de Agua 2 Son.,23.5
-110.9200,29.0700,HM2SO,SON,Observatorio de Hermosillo Son.,27.9
-110.9300,29.0700,HMNSO,SON,Hermosillo Son.,27.7
-109.2300,29.2000,ECBSO,SON,El Cubil Son.,29.6
-110.7300,29.2100,PMOSO,SON,Ing. Rodolfo FÈlix ValdÈs Son.,26.7
-110.7400,29.4700,CJNSO,SON,El CajÛn Son.,26.3
-110.2300,29.8200,ACNSO,SON,Aconchi Son.,22.8
-111.0200,30.0500,QRBSO,SON,Querobabi Son.,23.7
-109.0900,30.0700,ARISO,SON,Aribabi Son.,22.0
-110.1700,30.3400,ARZSO,SON,Arizpe Son.,24.1
-108.9300,30.3600,BCRSO,SON,Bacerac Son.,20.1
-111.4500,30.3900,SRSSO,SON,Santa Rosa 2 Son.,24.7
-109.3800,30.4400,LCDSO,SON,L·zaro C·rdenas Son.,26.9
-112.1200,30.7000,PTQSO,SON,Pitiquito Son.,26.0
-110.8900,30.7600,IMRSO,SON,Imuris Son.,20.6
-111.5200,30.8700,CHTSO,SON,CuauhtÈmoc Son.,21.5
-110.9500,31.3200,NGLSO,SON,Nogales Son.,22.7
-112.8500,31.8700,NYNSO,SON,Sonoyta Son.,24.2
-114.9700,32.0600,ENCINAS,SON,Encinas Johnson Son. REMAS*,25.3
-109.1400,26.4600,TOTOLIBOQUI,SON,Totoliboqui Son. REMAS*,26.0
-109.0500,26.5000,EJIDO21MARZO,SON,Ejido 21 de Marzo Son. REMAS*,25.4
-109.6800,26.8400,NAVOBAXIA,SON,Navobaxia Son. REMAS*,23.1
-109.7500,26.9000,SAHUARALO,SON,Sahuaral de Otero Son. REMAS*,22.9
-109.8300,27.0000,BLOCK2918,SON,Block 2918 Son. REMAS*,22.7
-109.5000,27.0100,SEMAY,SON,Semay Son. REMAS*,24.8
-109.4200,27.0700,CIASO,SON,Ciano Huatabampo Son.,24.7
-109.4800,27.1100,CHIHUAHUITASO,SON,Chihuahuita Son. REMAS*,26.1
-109.9000,27.1400,BLOCK2010,SON,Block 2010 Son. REMAS*,22.7
-109.8000,27.1700,BLOCK1922,SON,Block 1922 Son. REMAS*,25.2
-109.6600,27.1800,BLOCK1936,SON,Block 1936 Son. REMAS*,24.9
